version,S,T,runtime
onethreadperblock,2048,128,0.000172
multithread_atomics,2048,128,0.000168
multithread_shared,2048,128,0.000166
sequential,2048,256,7e-06
onethreadperblock,2048,256,0.000167
multithread_atomics,2048,256,0.000168
multithread_shared,2048,256,0.001635
sequential,2048,256,7e-06
onethreadperblock,2048,256,0.000167
multithread_atomics,2048,256,0.000165
multithread_shared,2048,256,0.000163
sequential,2048,256,1.2e-05
onethreadperblock,2048,256,0.000163
multithread_atomics,2048,256,0.000171
multithread_shared,2048,256,0.000192
sequential,2048,256,1.4e-05
onethreadperblock,2048,256,0.000162
multithread_atomics,2048,256,0.000165
multithread_shared,2048,256,0.000166
sequential,2048,256,7e-06
onethreadperblock,2048,256,0.000163
multithread_atomics,2048,256,0.000169
multithread_shared,2048,256,0.000169
sequential,2048,256,1.3e-05
onethreadperblock,2048,256,0.000184
multithread_atomics,2048,256,0.000163
multithread_shared,2048,256,0.000162
sequential,2048,256,6e-06
onethreadperblock,2048,256,0.000172
multithread_atomics,2048,256,0.000166
multithread_shared,2048,256,0.000169
sequential,2048,256,7e-06
onethreadperblock,2048,256,0.000168
multithread_atomics,2048,256,0.000165
multithread_shared,2048,256,0.000168
sequential,2048,256,7e-06
onethreadperblock,2048,256,0.000169
multithread_atomics,2048,256,0.000163
multithread_shared,2048,256,0.000169
sequential,2048,256,7e-06
onethreadperblock,2048,256,0.000642
multithread_atomics,2048,256,0.000166
multithread_shared,2048,256,0.000163
sequential,8192,1,2.3e-05
onethreadperblock,8192,1,0.000174
multithread_atomics,8192,1,0.000421
multithread_shared,8192,1,0.000344
sequential,8192,1,2.3e-05
onethreadperblock,8192,1,0.000176
multithread_atomics,8192,1,0.00041
multithread_shared,8192,1,0.001416
sequential,8192,1,2.5e-05
onethreadperblock,8192,1,0.000171
multithread_atomics,8192,1,0.000419
multithread_shared,8192,1,0.000339
sequential,8192,1,2.3e-05
onethreadperblock,8192,1,0.000182
multithread_atomics,8192,1,0.000412
multithread_shared,8192,1,0.002138
sequential,8192,1,2.4e-05
onethreadperblock,8192,1,0.000186
multithread_atomics,8192,1,0.000424
multithread_shared,8192,1,0.000337
sequential,8192,1,2.4e-05
onethreadperblock,8192,1,0.000182
multithread_atomics,8192,1,0.000415
multithread_shared,8192,1,0.000341
sequential,8192,1,2.4e-05
onethreadperblock,8192,1,0.000174
multithread_atomics,8192,1,0.000421
multithread_shared,8192,1,0.000336
sequential,8192,1,2.4e-05
onethreadperblock,8192,1,0.000175
multithread_atomics,8192,1,0.000417
multithread_shared,8192,1,0.000359
sequential,8192,1,2.4e-05
onethreadperblock,8192,1,0.000173
multithread_atomics,8192,1,0.002623
multithread_shared,8192,1,0.000341
sequential,8192,1,2.4e-05
onethreadperblock,8192,1,0.000198
multithread_atomics,8192,1,0.000416
multithread_shared,8192,1,0.00034
sequential,8192,32,2.4e-05
onethreadperblock,8192,32,0.000178
multithread_atomics,8192,32,0.000172
multithread_shared,8192,32,0.000162
sequential,8192,32,2.9e-05
onethreadperblock,8192,32,0.000174
multithread_atomics,8192,32,0.000171
multithread_shared,8192,32,0.000165
sequential,8192,32,2.4e-05
onethreadperblock,8192,32,0.000178
multithread_atomics,8192,32,0.000173
multithread_shared,8192,32,0.000166
sequential,8192,32,2.4e-05
onethreadperblock,8192,32,0.000171
multithread_atomics,8192,32,0.000179
multithread_shared,8192,32,0.000168
sequential,8192,32,2.4e-05
onethreadperblock,8192,32,0.000169
multithread_atomics,8192,32,0.000177
multithread_shared,8192,32,0.000165
sequential,8192,32,2.4e-05
onethreadperblock,8192,32,0.000176
multithread_atomics,8192,32,0.000172
multithread_shared,8192,32,0.000164
sequential,8192,32,2.4e-05
onethreadperblock,8192,32,0.000186
multithread_atomics,8192,32,0.000178
multithread_shared,8192,32,0.000163
sequential,8192,32,2.4e-05
onethreadperblock,8192,32,0.000186
multithread_atomics,8192,32,0.000174
multithread_shared,8192,32,0.000165
sequential,8192,32,2.3e-05
onethreadperblock,8192,32,0.000175
multithread_atomics,8192,32,0.000178
multithread_shared,8192,32,0.000164
sequential,8192,32,4.8e-05
onethreadperblock,8192,32,0.000172
multithread_atomics,8192,32,0.000181
multithread_shared,8192,32,0.000166
sequential,8192,64,2.4e-05
onethreadperblock,8192,64,0.000173
multithread_atomics,8192,64,0.000194
multithread_shared,8192,64,0.000169
sequential,8192,64,2.4e-05
onethreadperblock,8192,64,0.000177
multithread_atomics,8192,64,0.000183
multithread_shared,8192,64,0.000165
sequential,8192,64,2.4e-05
onethreadperblock,8192,64,0.000221
multithread_atomics,8192,64,0.000181
multithread_shared,8192,64,0.000163
sequential,8192,64,2.4e-05
onethreadperblock,8192,64,0.00021
multithread_atomics,8192,64,0.000185
multithread_shared,8192,64,0.002148
sequential,8192,64,2.5e-05
onethreadperblock,8192,64,0.000174
multithread_atomics,8192,64,0.000181
multithread_shared,8192,64,0.000168
sequential,8192,64,4.8e-05
onethreadperblock,8192,64,0.000179
multithread_atomics,8192,64,0.000176
multithread_shared,8192,64,0.000164
sequential,8192,64,2.4e-05
onethreadperblock,8192,64,0.000186
multithread_atomics,8192,64,0.000177
multithread_shared,8192,64,0.00017
sequential,8192,64,2.4e-05
onethreadperblock,8192,64,0.000193
multithread_atomics,8192,64,0.000177
multithread_shared,8192,64,0.000168
sequential,8192,64,3.6e-05
onethreadperblock,8192,64,0.000176
multithread_atomics,8192,64,0.000174
multithread_shared,8192,64,0.000172
sequential,8192,64,2.5e-05
onethreadperblock,8192,64,0.000174
multithread_atomics,8192,64,0.000171
multithread_shared,8192,64,0.000167
sequential,8192,128,3.6e-05
onethreadperblock,8192,128,0.000176
multithread_atomics,8192,128,0.000177
multithread_shared,8192,128,0.000169
sequential,8192,128,2.4e-05
onethreadperblock,8192,128,0.000175
multithread_atomics,8192,128,0.000173
multithread_shared,8192,128,0.000167
sequential,8192,128,2.4e-05
onethreadperblock,8192,128,0.000175
multithread_atomics,8192,128,0.000177
multithread_shared,8192,128,0.000167
sequential,8192,128,2.4e-05
onethreadperblock,8192,128,0.000178
multithread_atomics,8192,128,0.000171
multithread_shared,8192,128,0.000166
sequential,8192,128,4.2e-05
onethreadperblock,8192,128,0.000169
multithread_atomics,8192,128,0.000173
multithread_shared,8192,128,0.000165
sequential,8192,128,2.4e-05
onethreadperblock,8192,128,0.000171
multithread_atomics,8192,128,0.000174
multithread_shared,8192,128,0.000163
sequential,8192,128,2.4e-05
onethreadperblock,8192,128,0.000174
multithread_atomics,8192,128,0.000174
multithread_shared,8192,128,0.000167
sequential,8192,128,2.4e-05
onethreadperblock,8192,128,0.00017
multithread_atomics,8192,128,0.000175
multithread_shared,8192,128,0.000165
sequential,8192,128,2.3e-05
onethreadperblock,8192,128,0.000176
multithread_atomics,8192,128,0.000176
multithread_shared,8192,128,0.001442
sequential,8192,128,2.5e-05
onethreadperblock,8192,128,0.000183
multithread_atomics,8192,128,0.000184
multithread_shared,8192,128,0.000167
sequential,8192,256,2.3e-05
onethreadperblock,8192,256,0.000741
multithread_atomics,8192,256,0.000172
multithread_shared,8192,256,0.000163
sequential,8192,256,2.4e-05
onethreadperblock,8192,256,0.000174
multithread_atomics,8192,256,0.000174
multithread_shared,8192,256,0.000167
sequential,8192,256,2.4e-05
onethreadperblock,8192,256,0.000176
multithread_atomics,8192,256,0.000172
multithread_shared,8192,256,0.000168
sequential,8192,256,2.4e-05
onethreadperblock,8192,256,0.000179
multithread_atomics,8192,256,0.000175
multithread_shared,8192,256,0.000169
sequential,8192,256,2.4e-05
onethreadperblock,8192,256,0.000177
multithread_atomics,8192,256,0.000164
multithread_shared,8192,256,0.000163
sequential,8192,256,2.3e-05
onethreadperblock,8192,256,0.000171
multithread_atomics,8192,256,0.000174
multithread_shared,8192,256,0.000164
sequential,8192,256,2.4e-05
onethreadperblock,8192,256,0.000177
multithread_atomics,8192,256,0.000178
multithread_shared,8192,256,0.000188
sequential,8192,256,3.1e-05
onethreadperblock,8192,256,0.000175
multithread_atomics,8192,256,0.000175
multithread_shared,8192,256,0.000169
sequential,8192,256,2.3e-05
onethreadperblock,8192,256,0.000176
multithread_atomics,8192,256,0.000177
multithread_shared,8192,256,0.000163
sequential,8192,256,2.4e-05
onethreadperblock,8192,256,0.000639
multithread_atomics,8192,256,0.000178
multithread_shared,8192,256,0.000175
sequential,32768,1,9.1e-05
onethreadperblock,32768,1,0.000422
multithread_atomics,32768,1,0.002733
multithread_shared,32768,1,0.00108
sequential,32768,1,9e-05
onethreadperblock,32768,1,0.00042
multithread_atomics,32768,1,0.001238
multithread_shared,32768,1,0.001456
sequential,32768,1,9e-05
onethreadperblock,32768,1,0.000418
multithread_atomics,32768,1,0.00127
multithread_shared,32768,1,0.001093
sequential,32768,1,9e-05
onethreadperblock,32768,1,0.000422
multithread_atomics,32768,1,0.001248
multithread_shared,32768,1,0.001701
sequential,32768,1,9e-05
onethreadperblock,32768,1,0.000415
multithread_atomics,32768,1,0.001248
multithread_shared,32768,1,0.000996
sequential,32768,1,9e-05
onethreadperblock,32768,1,0.000421
multithread_atomics,32768,1,0.002207
multithread_shared,32768,1,0.001031
sequential,32768,1,9e-05
onethreadperblock,32768,1,0.000427
multithread_atomics,32768,1,0.001497
multithread_shared,32768,1,0.001001
sequential,32768,1,8.9e-05
onethreadperblock,32768,1,0.000422
multithread_atomics,32768,1,0.00124
multithread_shared,32768,1,0.002258
sequential,32768,1,9e-05
onethreadperblock,32768,1,0.00042
multithread_atomics,32768,1,0.001235
multithread_shared,32768,1,0.001017
sequential,32768,1,8.9e-05
onethreadperblock,32768,1,0.000422
multithread_atomics,32768,1,0.002341
multithread_shared,32768,1,0.000995
sequential,32768,32,9e-05
onethreadperblock,32768,32,0.000437
multithread_atomics,32768,32,0.000344
multithread_shared,32768,32,0.000186
sequential,32768,32,0.000133
onethreadperblock,32768,32,0.00042
multithread_atomics,32768,32,0.000342
multithread_shared,32768,32,0.000178
sequential,32768,32,9e-05
onethreadperblock,32768,32,0.000441
multithread_atomics,32768,32,0.00034
multithread_shared,32768,32,0.000177
sequential,32768,32,9.1e-05
onethreadperblock,32768,32,0.000424
multithread_atomics,32768,32,0.000329
multithread_shared,32768,32,0.000183
sequential,32768,32,9e-05
onethreadperblock,32768,32,0.000415
multithread_atomics,32768,32,0.000337
multithread_shared,32768,32,0.00017
sequential,32768,32,9e-05
onethreadperblock,32768,32,0.000419
multithread_atomics,32768,32,0.000334
multithread_shared,32768,32,0.000172
sequential,32768,32,0.000156
onethreadperblock,32768,32,0.000419
multithread_atomics,32768,32,0.000335
multithread_shared,32768,32,0.000174
sequential,32768,32,9e-05
onethreadperblock,32768,32,0.000413
multithread_atomics,32768,32,0.000342
multithread_shared,32768,32,0.000185
sequential,32768,32,9.2e-05
onethreadperblock,32768,32,0.000423
multithread_atomics,32768,32,0.000791
multithread_shared,32768,32,0.000172
sequential,32768,32,9.3e-05
onethreadperblock,32768,32,0.000442
multithread_atomics,32768,32,0.000347
multithread_shared,32768,32,0.000177
sequential,32768,64,9e-05
onethreadperblock,32768,64,0.00044
multithread_atomics,32768,64,0.000328
multithread_shared,32768,64,0.000176
sequential,32768,64,9e-05
onethreadperblock,32768,64,0.000422
multithread_atomics,32768,64,0.000343
multithread_shared,32768,64,0.000189
sequential,32768,64,9.7e-05
onethreadperblock,32768,64,0.000422
multithread_atomics,32768,64,0.000332
multithread_shared,32768,64,0.000182
sequential,32768,64,9e-05
onethreadperblock,32768,64,0.000418
multithread_atomics,32768,64,0.000337
multithread_shared,32768,64,0.00019
sequential,32768,64,8.9e-05
onethreadperblock,32768,64,0.000424
multithread_atomics,32768,64,0.000329
multithread_shared,32768,64,0.000177
sequential,32768,64,8.9e-05
onethreadperblock,32768,64,0.00042
multithread_atomics,32768,64,0.000332
multithread_shared,32768,64,0.000747
sequential,32768,64,8.9e-05
onethreadperblock,32768,64,0.000436
multithread_atomics,32768,64,0.000333
multithread_shared,32768,64,0.000191
sequential,32768,64,9e-05
onethreadperblock,32768,64,0.000435
multithread_atomics,32768,64,0.000361
multithread_shared,32768,64,0.000177
sequential,32768,64,9e-05
onethreadperblock,32768,64,0.000418
multithread_atomics,32768,64,0.000342
multithread_shared,32768,64,0.00018
sequential,32768,64,9e-05
onethreadperblock,32768,64,0.000422
multithread_atomics,32768,64,0.000332
multithread_shared,32768,64,0.000165
sequential,32768,128,0.000179
onethreadperblock,32768,128,0.000416
multithread_atomics,32768,128,0.000333
multithread_shared,32768,128,0.000163
sequential,32768,128,8.9e-05
onethreadperblock,32768,128,0.001317
multithread_atomics,32768,128,0.000352
multithread_shared,32768,128,0.000176
sequential,32768,128,8.9e-05
onethreadperblock,32768,128,0.000422
multithread_atomics,32768,128,0.000354
multithread_shared,32768,128,0.000178
sequential,32768,128,9.8e-05
onethreadperblock,32768,128,0.000426
multithread_atomics,32768,128,0.000348
multithread_shared,32768,128,0.000182
sequential,32768,128,8.9e-05
onethreadperblock,32768,128,0.000442
multithread_atomics,32768,128,0.000344
multithread_shared,32768,128,0.000176
sequential,32768,128,9.7e-05
onethreadperblock,32768,128,0.001777
multithread_atomics,32768,128,0.000363
multithread_shared,32768,128,0.000178
sequential,32768,128,8.8e-05
onethreadperblock,32768,128,0.000425
multithread_atomics,32768,128,0.000342
multithread_shared,32768,128,0.00018
sequential,32768,128,0.000178
onethreadperblock,32768,128,0.000444
multithread_atomics,32768,128,0.000342
multithread_shared,32768,128,0.000171
sequential,32768,128,9e-05
onethreadperblock,32768,128,0.000425
multithread_atomics,32768,128,0.000348
multithread_shared,32768,128,0.000176
sequential,32768,128,9e-05
onethreadperblock,32768,128,0.000424
multithread_atomics,32768,128,0.000345
multithread_shared,32768,128,0.000173
sequential,32768,256,8.9e-05
onethreadperblock,32768,256,0.000455
multithread_atomics,32768,256,0.000343
multithread_shared,32768,256,0.000191
sequential,32768,256,0.000135
onethreadperblock,32768,256,0.000431
multithread_atomics,32768,256,0.000343
multithread_shared,32768,256,0.00018
sequential,32768,256,8.8e-05
onethreadperblock,32768,256,0.000444
multithread_atomics,32768,256,0.000341
multithread_shared,32768,256,0.000172
sequential,32768,256,0.000101
onethreadperblock,32768,256,0.000424
multithread_atomics,32768,256,0.000343
multithread_shared,32768,256,0.000173
sequential,32768,256,8.9e-05
onethreadperblock,32768,256,0.000423
multithread_atomics,32768,256,0.000351
multithread_shared,32768,256,0.000168
sequential,32768,256,9.6e-05
onethreadperblock,32768,256,0.000435
multithread_atomics,32768,256,0.002288
multithread_shared,32768,256,0.000195
sequential,32768,256,9e-05
onethreadperblock,32768,256,0.000424
multithread_atomics,32768,256,0.000345
multithread_shared,32768,256,0.000166
sequential,32768,256,8.8e-05
onethreadperblock,32768,256,0.000426
multithread_atomics,32768,256,0.000341
multithread_shared,32768,256,0.000178
sequential,32768,256,0.000157
onethreadperblock,32768,256,0.000426
multithread_atomics,32768,256,0.000339
multithread_shared,32768,256,0.000175
sequential,32768,256,9e-05
onethreadperblock,32768,256,0.000416
multithread_atomics,32768,256,0.000345
multithread_shared,32768,256,0.000179
sequential,131072,1,0.000356
onethreadperblock,131072,1,0.001416
multithread_atomics,131072,1,0.0069
multithread_shared,131072,1,0.005601
sequential,131072,1,0.00036
onethreadperblock,131072,1,0.00142
multithread_atomics,131072,1,0.005114
multithread_shared,131072,1,0.004042
sequential,131072,1,0.000618
onethreadperblock,131072,1,0.002842
multithread_atomics,131072,1,0.005646
multithread_shared,131072,1,0.003872
sequential,131072,1,0.000359
onethreadperblock,131072,1,0.005381
multithread_atomics,131072,1,0.004709
multithread_shared,131072,1,0.003892
sequential,131072,1,0.000358
onethreadperblock,131072,1,0.001335
multithread_atomics,131072,1,0.004748
multithread_shared,131072,1,0.004099
sequential,131072,1,0.000704
onethreadperblock,131072,1,0.001328
multithread_atomics,131072,1,0.006973
multithread_shared,131072,1,0.006124
sequential,131072,1,0.000366
onethreadperblock,131072,1,0.001424
multithread_atomics,131072,1,0.005048
multithread_shared,131072,1,0.003875
sequential,131072,1,0.000357
onethreadperblock,131072,1,0.001412
multithread_atomics,131072,1,0.00488
multithread_shared,131072,1,0.00404
sequential,131072,1,0.00063
onethreadperblock,131072,1,0.00281
multithread_atomics,131072,1,0.005787
multithread_shared,131072,1,0.003881
sequential,131072,1,0.000357
onethreadperblock,131072,1,0.001332
multithread_atomics,131072,1,0.005106
multithread_shared,131072,1,0.004054
sequential,131072,32,0.000708
onethreadperblock,131072,32,0.001422
multithread_atomics,131072,32,0.000935
multithread_shared,131072,32,0.000344
sequential,131072,32,0.000367
onethreadperblock,131072,32,0.001346
multithread_atomics,131072,32,0.001021
multithread_shared,131072,32,0.000351
sequential,131072,32,0.000358
onethreadperblock,131072,32,0.003488
multithread_atomics,131072,32,0.00101
multithread_shared,131072,32,0.000353
sequential,131072,32,0.00035
onethreadperblock,131072,32,0.001331
multithread_atomics,131072,32,0.001005
multithread_shared,131072,32,0.000353
sequential,131072,32,0.000354
onethreadperblock,131072,32,0.0014
multithread_atomics,131072,32,0.001005
multithread_shared,131072,32,0.000966
sequential,131072,32,0.00036
onethreadperblock,131072,32,0.001439
multithread_atomics,131072,32,0.001026
multithread_shared,131072,32,0.000347
sequential,131072,32,0.000366
onethreadperblock,131072,32,0.001474
multithread_atomics,131072,32,0.001014
multithread_shared,131072,32,0.000354
sequential,131072,32,0.00036
onethreadperblock,131072,32,0.001503
multithread_atomics,131072,32,0.001007
multithread_shared,131072,32,0.000352
sequential,131072,32,0.000351
onethreadperblock,131072,32,0.003705
multithread_atomics,131072,32,0.001007
multithread_shared,131072,32,0.000362
sequential,131072,32,0.000627
onethreadperblock,131072,32,0.001417
multithread_atomics,131072,32,0.001049
multithread_shared,131072,32,0.000352
sequential,131072,64,0.000354
onethreadperblock,131072,64,0.001421
multithread_atomics,131072,64,0.000984
multithread_shared,131072,64,0.000276
sequential,131072,64,0.00035
onethreadperblock,131072,64,0.001414
multithread_atomics,131072,64,0.000989
multithread_shared,131072,64,0.000259
sequential,131072,64,0.000353
onethreadperblock,131072,64,0.001472
multithread_atomics,131072,64,0.000987
multithread_shared,131072,64,0.000275
sequential,131072,64,0.000351
onethreadperblock,131072,64,0.001484
multithread_atomics,131072,64,0.000932
multithread_shared,131072,64,0.000272
sequential,131072,64,0.000355
onethreadperblock,131072,64,0.001376
multithread_atomics,131072,64,0.002854
multithread_shared,131072,64,0.000269
sequential,131072,64,0.000709
onethreadperblock,131072,64,0.001366
multithread_atomics,131072,64,0.000933
multithread_shared,131072,64,0.000272
sequential,131072,64,0.000587
onethreadperblock,131072,64,0.001384
multithread_atomics,131072,64,0.000942
multithread_shared,131072,64,0.00027
sequential,131072,64,0.00062
onethreadperblock,131072,64,0.001401
multithread_atomics,131072,64,0.000926
multithread_shared,131072,64,0.00027
sequential,131072,64,0.000361
onethreadperblock,131072,64,0.001395
multithread_atomics,131072,64,0.000937
multithread_shared,131072,64,0.000269
sequential,131072,64,0.00035
onethreadperblock,131072,64,0.003538
multithread_atomics,131072,64,0.000847
multithread_shared,131072,64,0.000257
sequential,131072,128,0.000362
onethreadperblock,131072,128,0.001253
multithread_atomics,131072,128,0.000841
multithread_shared,131072,128,0.000185
sequential,131072,128,0.000351
onethreadperblock,131072,128,0.002848
multithread_atomics,131072,128,0.00084
multithread_shared,131072,128,0.000189
sequential,131072,128,0.000354
onethreadperblock,131072,128,0.001342
multithread_atomics,131072,128,0.000842
multithread_shared,131072,128,0.000184
sequential,131072,128,0.000354
onethreadperblock,131072,128,0.001247
multithread_atomics,131072,128,0.00084
multithread_shared,131072,128,0.000184
sequential,131072,128,0.000363
onethreadperblock,131072,128,0.001336
multithread_atomics,131072,128,0.002228
multithread_shared,131072,128,0.000188
sequential,131072,128,0.000358
onethreadperblock,131072,128,0.001253
multithread_atomics,131072,128,0.000842
multithread_shared,131072,128,0.000193
sequential,131072,128,0.00035
onethreadperblock,131072,128,0.001333
multithread_atomics,131072,128,0.000843
multithread_shared,131072,128,0.000193
sequential,131072,128,0.000351
onethreadperblock,131072,128,0.001339
multithread_atomics,131072,128,0.000847
multithread_shared,131072,128,0.000183
sequential,131072,128,0.000353
onethreadperblock,131072,128,0.001337
multithread_atomics,131072,128,0.000841
multithread_shared,131072,128,0.000187
sequential,131072,128,0.000355
onethreadperblock,131072,128,0.001333
multithread_atomics,131072,128,0.000922
multithread_shared,131072,128,0.000186
sequential,131072,256,0.000357
onethreadperblock,131072,256,0.001333
multithread_atomics,131072,256,0.000844
multithread_shared,131072,256,0.000206
sequential,131072,256,0.000584
onethreadperblock,131072,256,0.001253
multithread_atomics,131072,256,0.000841
multithread_shared,131072,256,0.000191
sequential,131072,256,0.000352
onethreadperblock,131072,256,0.00125
multithread_atomics,131072,256,0.000843
multithread_shared,131072,256,0.000187
sequential,131072,256,0.000355
onethreadperblock,131072,256,0.00125
multithread_atomics,131072,256,0.000839
multithread_shared,131072,256,0.000179
sequential,131072,256,0.000367
onethreadperblock,131072,256,0.00134
multithread_atomics,131072,256,0.002206
multithread_shared,131072,256,0.000185
sequential,131072,256,0.000711
onethreadperblock,131072,256,0.001249
multithread_atomics,131072,256,0.000851
multithread_shared,131072,256,0.000183
sequential,131072,256,0.000356
onethreadperblock,131072,256,0.001341
multithread_atomics,131072,256,0.000842
multithread_shared,131072,256,0.000185
sequential,131072,256,0.000357
onethreadperblock,131072,256,0.00125
multithread_atomics,131072,256,0.00084
multithread_shared,131072,256,0.000196
sequential,131072,256,0.000354
onethreadperblock,131072,256,0.001346
multithread_atomics,131072,256,0.000843
multithread_shared,131072,256,0.000206
sequential,131072,256,0.000355
onethreadperblock,131072,256,0.00134
multithread_atomics,131072,256,0.00084
multithread_shared,131072,256,0.000186
sequential,512,1,0.000561
onethreadperblock,512,1,0.000184
multithread_atomics,512,1,0.000264
multithread_shared,512,1,0.000257
sequential,512,1,0.000563
onethreadperblock,512,1,0.000192
multithread_atomics,512,1,0.000261
multithread_shared,512,1,0.000253
sequential,512,1,0.00033
onethreadperblock,512,1,0.000179
multithread_atomics,512,1,0.000262
multithread_shared,512,1,0.000278
sequential,512,1,0.000329
onethreadperblock,512,1,0.000183
multithread_atomics,512,1,0.000262
multithread_shared,512,1,0.000265
sequential,512,1,0.00032
onethreadperblock,512,1,0.000192
multithread_atomics,512,1,0.000268
multithread_shared,512,1,0.00027
sequential,512,1,0.000321
onethreadperblock,512,1,0.000176
multithread_atomics,512,1,0.000264
multithread_shared,512,1,0.000256
sequential,512,1,0.000445
onethreadperblock,512,1,0.000182
multithread_atomics,512,1,0.000259
multithread_shared,512,1,0.000267
sequential,512,1,0.000332
onethreadperblock,512,1,0.000177
multithread_atomics,512,1,0.000288
multithread_shared,512,1,0.000254
sequential,512,1,0.000662
onethreadperblock,512,1,0.00018
multithread_atomics,512,1,0.00084
multithread_shared,512,1,0.000254
sequential,512,1,0.000674
onethreadperblock,512,1,0.000198
multithread_atomics,512,1,0.000259
multithread_shared,512,1,0.000264
sequential,512,32,0.000326
onethreadperblock,512,32,0.000173
multithread_atomics,512,32,0.000252
multithread_shared,512,32,0.000191
sequential,512,32,0.000318
onethreadperblock,512,32,0.000178
multithread_atomics,512,32,0.000255
multithread_shared,512,32,0.000168
sequential,512,32,0.000322
onethreadperblock,512,32,0.000171
multithread_atomics,512,32,0.000259
multithread_shared,512,32,0.000173
sequential,512,32,0.000645
onethreadperblock,512,32,0.000176
multithread_atomics,512,32,0.000272
multithread_shared,512,32,0.000172
sequential,512,32,0.000329
onethreadperblock,512,32,0.000181
multithread_atomics,512,32,0.000281
multithread_shared,512,32,0.000169
sequential,512,32,0.000321
onethreadperblock,512,32,0.000199
multithread_atomics,512,32,0.00029
multithread_shared,512,32,0.000172
sequential,512,32,0.000326
onethreadperblock,512,32,0.000181
multithread_atomics,512,32,0.000265
multithread_shared,512,32,0.000177
sequential,512,32,0.000329
onethreadperblock,512,32,0.000194
multithread_atomics,512,32,0.000268
multithread_shared,512,32,0.00035
sequential,512,32,0.000323
onethreadperblock,512,32,0.000187
multithread_atomics,512,32,0.000264
multithread_shared,512,32,0.000176
sequential,512,32,0.000322
onethreadperblock,512,32,0.000179
multithread_atomics,512,32,0.000265
multithread_shared,512,32,0.000177
sequential,512,64,0.00034
onethreadperblock,512,64,0.000187
multithread_atomics,512,64,0.000264
multithread_shared,512,64,0.000184
sequential,512,64,0.000322
onethreadperblock,512,64,0.00018
multithread_atomics,512,64,0.000266
multithread_shared,512,64,0.000175
sequential,512,64,0.000642
onethreadperblock,512,64,0.000184
multithread_atomics,512,64,0.000278
multithread_shared,512,64,0.000182
sequential,512,64,0.000322
onethreadperblock,512,64,0.000183
multithread_atomics,512,64,0.000268
multithread_shared,512,64,0.00017
sequential,512,64,0.000322
onethreadperblock,512,64,0.00018
multithread_atomics,512,64,0.000279
multithread_shared,512,64,0.000176
sequential,512,64,0.00032
onethreadperblock,512,64,0.000183
multithread_atomics,512,64,0.000265
multithread_shared,512,64,0.000174
sequential,512,64,0.000331
onethreadperblock,512,64,0.000181
multithread_atomics,512,64,0.000267
multithread_shared,512,64,0.000177
sequential,512,64,0.000575
onethreadperblock,512,64,0.000182
multithread_atomics,512,64,0.000294
multithread_shared,512,64,0.000177
sequential,512,64,0.000321
onethreadperblock,512,64,0.000182
multithread_atomics,512,64,0.000268
multithread_shared,512,64,0.000191
sequential,512,64,0.000325
onethreadperblock,512,64,0.000186
multithread_atomics,512,64,0.000265
multithread_shared,512,64,0.000172
sequential,512,128,0.000557
onethreadperblock,512,128,0.000178
multithread_atomics,512,128,0.000267
multithread_shared,512,128,0.000172
sequential,512,128,0.000319
onethreadperblock,512,128,0.000182
multithread_atomics,512,128,0.000265
multithread_shared,512,128,0.000174
sequential,512,128,0.000322
onethreadperblock,512,128,0.000207
multithread_atomics,512,128,0.000267
multithread_shared,512,128,0.000362
sequential,512,128,0.000642
onethreadperblock,512,128,0.000183
multithread_atomics,512,128,0.000261
multithread_shared,512,128,0.000172
sequential,512,128,0.000323
onethreadperblock,512,128,0.000184
multithread_atomics,512,128,0.000263
multithread_shared,512,128,0.000171
sequential,512,128,0.000323
onethreadperblock,512,128,0.000184
multithread_atomics,512,128,0.000277
multithread_shared,512,128,0.000186
sequential,512,128,0.000323
onethreadperblock,512,128,0.000185
multithread_atomics,512,128,0.000267
multithread_shared,512,128,0.000189
sequential,512,128,0.000326
onethreadperblock,512,128,0.000178
multithread_atomics,512,128,0.000267
multithread_shared,512,128,0.000191
sequential,512,128,0.000373
onethreadperblock,512,128,0.000184
multithread_atomics,512,128,0.000264
multithread_shared,512,128,0.000179
sequential,512,128,0.000325
onethreadperblock,512,128,0.000183
multithread_atomics,512,128,0.000272
multithread_shared,512,128,0.000183
sequential,512,256,0.000318
onethreadperblock,512,256,0.000181
multithread_atomics,512,256,0.000345
multithread_shared,512,256,0.000181
sequential,512,256,0.000654
onethreadperblock,512,256,0.000191
multithread_atomics,512,256,0.000346
multithread_shared,512,256,0.000185
sequential,512,256,0.000322
onethreadperblock,512,256,0.00019
multithread_atomics,512,256,0.00034
multithread_shared,512,256,0.000182
sequential,512,256,0.000324
onethreadperblock,512,256,0.000184
multithread_atomics,512,256,0.000345
multithread_shared,512,256,0.000185
sequential,512,256,0.000325
onethreadperblock,512,256,0.000373
multithread_atomics,512,256,0.000348
multithread_shared,512,256,0.000187
sequential,512,256,0.000329
onethreadperblock,512,256,0.000178
multithread_atomics,512,256,0.000348
multithread_shared,512,256,0.000182
sequential,512,256,0.000324
onethreadperblock,512,256,0.000184
multithread_atomics,512,256,0.000345
multithread_shared,512,256,0.000215
sequential,512,256,0.000325
onethreadperblock,512,256,0.00018
multithread_atomics,512,256,0.000348
multithread_shared,512,256,0.000197
sequential,512,256,0.000328
onethreadperblock,512,256,0.000186
