version,B,T,N,runtime
multithread_shared,1,256, 1000000000,5.450712
multithread_reduction,1,256, 1000000000,5.376440
onethreadperblock,1,256, 1000000000,509.482147
multithread,1,256, 1000000000,5.440997
multithread_shared,1,256, 1000000000,5.365540
multithread_reduction,1,256, 1000000000,5.431093
onethreadperblock,1,256, 1000000000,509.659027
multithread,1,256, 1000000000,5.427470
multithread_shared,1,256, 1000000000,5.436017
multithread_reduction,1,256, 1000000000,5.441270
onethreadperblock,1,256, 1000000000,509.327240
multithread,1,256, 1000000000,5.405658
multithread_shared,1,256, 1000000000,5.462734
multithread_reduction,1,256, 1000000000,5.430384
onethreadperblock,1,256, 1000000000,509.443298
multithread,1,256, 1000000000,5.450075
multithread_shared,1,256, 1000000000,5.441070
multithread_reduction,1,256, 1000000000,5.389271
onethreadperblock,32,1, 1000,0.042752
multithread,32,1, 1000,0.042764
multithread_shared,32,1, 1000,0.043475
multithread_reduction,32,1, 1000,0.043176
onethreadperblock,32,1, 1000,0.061221
multithread,32,1, 1000,0.042910
multithread_shared,32,1, 1000,0.042989
multithread_reduction,32,1, 1000,0.060998
onethreadperblock,32,1, 1000,0.043769
multithread,32,1, 1000,0.042896
multithread_shared,32,1, 1000,0.042730
multithread_reduction,32,1, 1000,0.055712
onethreadperblock,32,1, 1000,0.063280
multithread,32,1, 1000,0.042771
multithread_shared,32,1, 1000,0.042281
multithread_reduction,32,1, 1000,0.045220
onethreadperblock,32,1, 1000,0.042789
multithread,32,1, 1000,0.042536
multithread_shared,32,1, 1000,0.042547
multithread_reduction,32,1, 1000,0.042637
onethreadperblock,32,1, 10000,0.042096
multithread,32,1, 10000,0.042833
multithread_shared,32,1, 10000,0.044149
multithread_reduction,32,1, 10000,0.062975
onethreadperblock,32,1, 10000,0.042412
multithread,32,1, 10000,0.043657
multithread_shared,32,1, 10000,0.043466
multithread_reduction,32,1, 10000,0.042745
onethreadperblock,32,1, 10000,0.041622
multithread,32,1, 10000,0.063775
multithread_shared,32,1, 10000,0.043976
multithread_reduction,32,1, 10000,0.043894
onethreadperblock,32,1, 10000,0.055125
multithread,32,1, 10000,0.041759
multithread_shared,32,1, 10000,0.043182
multithread_reduction,32,1, 10000,0.043988
onethreadperblock,32,1, 10000,0.044129
multithread,32,1, 10000,0.061463
multithread_shared,32,1, 10000,0.043865
multithread_reduction,32,1, 10000,0.043514
onethreadperblock,32,1, 100000,0.044771
multithread,32,1, 100000,0.068142
multithread_shared,32,1, 100000,0.044192
multithread_reduction,32,1, 100000,0.047002
onethreadperblock,32,1, 100000,0.045351
multithread,32,1, 100000,0.043726
multithread_shared,32,1, 100000,0.061969
multithread_reduction,32,1, 100000,0.065890
onethreadperblock,32,1, 100000,0.045367
multithread,32,1, 100000,0.044246
multithread_shared,32,1, 100000,0.043330
multithread_reduction,32,1, 100000,0.074879
onethreadperblock,32,1, 100000,0.044289
multithread,32,1, 100000,0.072489
multithread_shared,32,1, 100000,0.066764
multithread_reduction,32,1, 100000,0.048131
onethreadperblock,32,1, 100000,0.043780
multithread,32,1, 100000,0.043783
multithread_shared,32,1, 100000,0.043846
multithread_reduction,32,1, 100000,0.044435
onethreadperblock,32,1, 1000000,0.061578
multithread,32,1, 1000000,0.062697
multithread_shared,32,1, 1000000,0.061717
multithread_reduction,32,1, 1000000,0.054198
onethreadperblock,32,1, 1000000,0.059032
multithread,32,1, 1000000,0.059085
multithread_shared,32,1, 1000000,0.056978
multithread_reduction,32,1, 1000000,0.050778
onethreadperblock,32,1, 1000000,0.058991
multithread,32,1, 1000000,0.072429
multithread_shared,32,1, 1000000,0.057339
multithread_reduction,32,1, 1000000,0.051191
onethreadperblock,32,1, 1000000,0.057945
multithread,32,1, 1000000,0.057475
multithread_shared,32,1, 1000000,0.056420
multithread_reduction,32,1, 1000000,0.053798
onethreadperblock,32,1, 1000000,0.085231
multithread,32,1, 1000000,0.059718
multithread_shared,32,1, 1000000,0.057643
multithread_reduction,32,1, 1000000,0.049307
onethreadperblock,32,1, 10000000,0.201069
multithread,32,1, 10000000,0.219468
multithread_shared,32,1, 10000000,0.200458
multithread_reduction,32,1, 10000000,0.138606
onethreadperblock,32,1, 10000000,0.227258
multithread,32,1, 10000000,0.202212
multithread_shared,32,1, 10000000,0.219829
multithread_reduction,32,1, 10000000,0.138434
onethreadperblock,32,1, 10000000,0.199693
multithread,32,1, 10000000,0.220199
multithread_shared,32,1, 10000000,0.220008
multithread_reduction,32,1, 10000000,0.124361
onethreadperblock,32,1, 10000000,0.201108
multithread,32,1, 10000000,0.203722
multithread_shared,32,1, 10000000,0.201683
multithread_reduction,32,1, 10000000,0.121944
onethreadperblock,32,1, 10000000,0.214444
multithread,32,1, 10000000,0.202247
multithread_shared,32,1, 10000000,0.233137
multithread_reduction,32,1, 10000000,0.122585
onethreadperblock,32,1, 100000000,1.640421
multithread,32,1, 100000000,1.659209
multithread_shared,32,1, 100000000,1.671642
multithread_reduction,32,1, 100000000,0.863611
onethreadperblock,32,1, 100000000,1.667457
multithread,32,1, 100000000,1.644590
multithread_shared,32,1, 100000000,1.645373
multithread_reduction,32,1, 100000000,0.854678
onethreadperblock,32,1, 100000000,1.673570
multithread,32,1, 100000000,1.661962
multithread_shared,32,1, 100000000,1.651683
multithread_reduction,32,1, 100000000,0.881844
onethreadperblock,32,1, 100000000,1.656929
multithread,32,1, 100000000,1.669216
multithread_shared,32,1, 100000000,1.665527
multithread_reduction,32,1, 100000000,0.860166
onethreadperblock,32,1, 100000000,1.630427
multithread,32,1, 100000000,1.659927
multithread_shared,32,1, 100000000,1.674892
multithread_reduction,32,1, 100000000,0.864700
onethreadperblock,32,1, 1000000000,15.953647
multithread,32,1, 1000000000,15.967983
multithread_shared,32,1, 1000000000,16.037172
multithread_reduction,32,1, 1000000000,8.027965
onethreadperblock,32,1, 1000000000,16.073357
multithread,32,1, 1000000000,16.090557
multithread_shared,32,1, 1000000000,15.985984
multithread_reduction,32,1, 1000000000,8.006198
onethreadperblock,32,1, 1000000000,16.112192
multithread,32,1, 1000000000,15.976557
multithread_shared,32,1, 1000000000,15.998370
multithread_reduction,32,1, 1000000000,8.057787
onethreadperblock,32,1, 1000000000,15.973899
multithread,32,1, 1000000000,16.071150
multithread_shared,32,1, 1000000000,16.104307
multithread_reduction,32,1, 1000000000,8.019979
onethreadperblock,32,1, 1000000000,16.012903
multithread,32,1, 1000000000,16.062222
multithread_shared,32,1, 1000000000,16.037544
multithread_reduction,32,1, 1000000000,8.058495
onethreadperblock,32,32, 1000,0.060171
multithread,32,32, 1000,0.060475
multithread_shared,32,32, 1000,0.060796
multithread_reduction,32,32, 1000,0.069541
onethreadperblock,32,32, 1000,0.063843
multithread,32,32, 1000,0.043343
multithread_shared,32,32, 1000,0.043208
multithread_reduction,32,32, 1000,0.042508
onethreadperblock,32,32, 1000,0.041696
multithread,32,32, 1000,0.042959
multithread_shared,32,32, 1000,0.042293
multithread_reduction,32,32, 1000,0.043092
onethreadperblock,32,32, 1000,0.041638
multithread,32,32, 1000,0.042124
multithread_shared,32,32, 1000,0.041658
multithread_reduction,32,32, 1000,0.043014
onethreadperblock,32,32, 1000,0.043450
multithread,32,32, 1000,0.041828
multithread_shared,32,32, 1000,0.044721
multithread_reduction,32,32, 1000,0.042080
onethreadperblock,32,32, 10000,0.062403
multithread,32,32, 10000,0.044720
multithread_shared,32,32, 10000,0.043494
multithread_reduction,32,32, 10000,0.043814
onethreadperblock,32,32, 10000,0.042347
multithread,32,32, 10000,0.058923
multithread_shared,32,32, 10000,0.043284
multithread_reduction,32,32, 10000,0.042850
onethreadperblock,32,32, 10000,0.042555
multithread,32,32, 10000,0.045421
multithread_shared,32,32, 10000,0.042060
multithread_reduction,32,32, 10000,0.042083
onethreadperblock,32,32, 10000,0.044383
multithread,32,32, 10000,0.041941
multithread_shared,32,32, 10000,0.042207
multithread_reduction,32,32, 10000,0.043048
onethreadperblock,32,32, 10000,0.049038
multithread,32,32, 10000,0.042266
multithread_shared,32,32, 10000,0.065381
multithread_reduction,32,32, 10000,0.068696
onethreadperblock,32,32, 100000,0.045312
multithread,32,32, 100000,0.042009
multithread_shared,32,32, 100000,0.047684
multithread_reduction,32,32, 100000,0.042025
onethreadperblock,32,32, 100000,0.043834
multithread,32,32, 100000,0.043844
multithread_shared,32,32, 100000,0.063113
multithread_reduction,32,32, 100000,0.042322
onethreadperblock,32,32, 100000,0.044079
multithread,32,32, 100000,0.041655
multithread_shared,32,32, 100000,0.041754
multithread_reduction,32,32, 100000,0.043529
onethreadperblock,32,32, 100000,0.044343
multithread,32,32, 100000,0.043153
multithread_shared,32,32, 100000,0.041982
multithread_reduction,32,32, 100000,0.043952
onethreadperblock,32,32, 100000,0.062330
multithread,32,32, 100000,0.043099
multithread_shared,32,32, 100000,0.065684
multithread_reduction,32,32, 100000,0.064049
onethreadperblock,32,32, 1000000,0.061847
multithread,32,32, 1000000,0.046493
multithread_shared,32,32, 1000000,0.042677
multithread_reduction,32,32, 1000000,0.043958
onethreadperblock,32,32, 1000000,0.078065
multithread,32,32, 1000000,0.042312
multithread_shared,32,32, 1000000,0.059507
multithread_reduction,32,32, 1000000,0.044071
onethreadperblock,32,32, 1000000,0.060174
multithread,32,32, 1000000,0.042079
multithread_shared,32,32, 1000000,0.044555
multithread_reduction,32,32, 1000000,0.047023
onethreadperblock,32,32, 1000000,0.061901
multithread,32,32, 1000000,0.044796
multithread_shared,32,32, 1000000,0.043304
multithread_reduction,32,32, 1000000,0.043739
onethreadperblock,32,32, 1000000,0.057601
multithread,32,32, 1000000,0.043424
multithread_shared,32,32, 1000000,0.042335
multithread_reduction,32,32, 1000000,0.043840
onethreadperblock,32,32, 10000000,0.200201
multithread,32,32, 10000000,0.048372
multithread_shared,32,32, 10000000,0.047883
multithread_reduction,32,32, 10000000,0.049282
onethreadperblock,32,32, 10000000,0.201914
multithread,32,32, 10000000,0.067902
multithread_shared,32,32, 10000000,0.045873
multithread_reduction,32,32, 10000000,0.046021
onethreadperblock,32,32, 10000000,0.200952
multithread,32,32, 10000000,0.049955
multithread_shared,32,32, 10000000,0.045500
multithread_reduction,32,32, 10000000,0.062547
onethreadperblock,32,32, 10000000,0.201587
multithread,32,32, 10000000,0.065935
multithread_shared,32,32, 10000000,0.050127
multithread_reduction,32,32, 10000000,0.051837
onethreadperblock,32,32, 10000000,0.225171
multithread,32,32, 10000000,0.046885
multithread_shared,32,32, 10000000,0.048029
multithread_reduction,32,32, 10000000,0.049456
onethreadperblock,32,32, 100000000,1.636014
multithread,32,32, 100000000,0.111785
multithread_shared,32,32, 100000000,0.107274
multithread_reduction,32,32, 100000000,0.110356
onethreadperblock,32,32, 100000000,1.669836
multithread,32,32, 100000000,0.111100
multithread_shared,32,32, 100000000,0.109671
multithread_reduction,32,32, 100000000,0.108426
onethreadperblock,32,32, 100000000,1.644904
multithread,32,32, 100000000,0.093645
multithread_shared,32,32, 100000000,0.093983
multithread_reduction,32,32, 100000000,0.091113
onethreadperblock,32,32, 100000000,1.631694
multithread,32,32, 100000000,0.112365
multithread_shared,32,32, 100000000,0.115473
multithread_reduction,32,32, 100000000,0.108713
onethreadperblock,32,32, 100000000,1.634881
multithread,32,32, 100000000,0.107696
multithread_shared,32,32, 100000000,0.115410
multithread_reduction,32,32, 100000000,0.092525
onethreadperblock,32,32, 1000000000,16.014002
multithread,32,32, 1000000000,0.562319
multithread_shared,32,32, 1000000000,0.564019
multithread_reduction,32,32, 1000000000,0.555558
onethreadperblock,32,32, 1000000000,15.974609
multithread,32,32, 1000000000,0.557356
multithread_shared,32,32, 1000000000,0.564155
multithread_reduction,32,32, 1000000000,0.555787
onethreadperblock,32,32, 1000000000,16.071947
multithread,32,32, 1000000000,0.560118
multithread_shared,32,32, 1000000000,0.564329
multithread_reduction,32,32, 1000000000,0.553532
onethreadperblock,32,32, 1000000000,16.007275
multithread,32,32, 1000000000,0.571370
multithread_shared,32,32, 1000000000,0.558160
multithread_reduction,32,32, 1000000000,0.540349
onethreadperblock,32,32, 1000000000,16.082060
multithread,32,32, 1000000000,0.533985
multithread_shared,32,32, 1000000000,0.563942
multithread_reduction,32,32, 1000000000,0.559069
onethreadperblock,32,64, 1000,0.059248
multithread,32,64, 1000,0.043760
multithread_shared,32,64, 1000,0.060547
multithread_reduction,32,64, 1000,0.061112
onethreadperblock,32,64, 1000,0.043462
multithread,32,64, 1000,0.062435
multithread_shared,32,64, 1000,0.044009
multithread_reduction,32,64, 1000,0.058478
onethreadperblock,32,64, 1000,0.042453
multithread,32,64, 1000,0.042806
multithread_shared,32,64, 1000,0.043208
multithread_reduction,32,64, 1000,0.066518
onethreadperblock,32,64, 1000,0.042734
multithread,32,64, 1000,0.043405
multithread_shared,32,64, 1000,0.041626
multithread_reduction,32,64, 1000,0.042985
onethreadperblock,32,64, 1000,0.044609
multithread,32,64, 1000,0.061161
multithread_shared,32,64, 1000,0.043317
multithread_reduction,32,64, 1000,0.042788
onethreadperblock,32,64, 10000,0.042664
multithread,32,64, 10000,0.042113
multithread_shared,32,64, 10000,0.041555
multithread_reduction,32,64, 10000,0.043133
onethreadperblock,32,64, 10000,0.042499
multithread,32,64, 10000,0.043060
multithread_shared,32,64, 10000,0.042444
multithread_reduction,32,64, 10000,0.063668
onethreadperblock,32,64, 10000,0.042324
multithread,32,64, 10000,0.041977
multithread_shared,32,64, 10000,0.042667
multithread_reduction,32,64, 10000,0.065452
onethreadperblock,32,64, 10000,0.042526
multithread,32,64, 10000,0.043387
multithread_shared,32,64, 10000,0.043514
multithread_reduction,32,64, 10000,0.043514
onethreadperblock,32,64, 10000,0.043845
multithread,32,64, 10000,0.065394
multithread_shared,32,64, 10000,0.042245
multithread_reduction,32,64, 10000,0.043140
onethreadperblock,32,64, 100000,0.043393
multithread,32,64, 100000,0.042559
multithread_shared,32,64, 100000,0.041689
multithread_reduction,32,64, 100000,0.042691
onethreadperblock,32,64, 100000,0.044298
multithread,32,64, 100000,0.042702
multithread_shared,32,64, 100000,0.062710
multithread_reduction,32,64, 100000,0.044693
onethreadperblock,32,64, 100000,0.044471
multithread,32,64, 100000,0.042643
multithread_shared,32,64, 100000,0.043525
multithread_reduction,32,64, 100000,0.045154
onethreadperblock,32,64, 100000,0.045570
multithread,32,64, 100000,0.041427
multithread_shared,32,64, 100000,0.041594
multithread_reduction,32,64, 100000,0.041855
onethreadperblock,32,64, 100000,0.043204
multithread,32,64, 100000,0.042343
multithread_shared,32,64, 100000,0.042665
multithread_reduction,32,64, 100000,0.041673
onethreadperblock,32,64, 1000000,0.058139
multithread,32,64, 1000000,0.043055
multithread_shared,32,64, 1000000,0.062678
multithread_reduction,32,64, 1000000,0.045355
onethreadperblock,32,64, 1000000,0.077046
multithread,32,64, 1000000,0.061883
multithread_shared,32,64, 1000000,0.066087
multithread_reduction,32,64, 1000000,0.045838
onethreadperblock,32,64, 1000000,0.062945
multithread,32,64, 1000000,0.042249
multithread_shared,32,64, 1000000,0.042518
multithread_reduction,32,64, 1000000,0.047320
onethreadperblock,32,64, 1000000,0.079536
multithread,32,64, 1000000,0.042319
multithread_shared,32,64, 1000000,0.041296
multithread_reduction,32,64, 1000000,0.042723
onethreadperblock,32,64, 1000000,0.059025
multithread,32,64, 1000000,0.042309
multithread_shared,32,64, 1000000,0.044418
multithread_reduction,32,64, 1000000,0.042998
onethreadperblock,32,64, 10000000,0.200667
multithread,32,64, 10000000,0.067556
multithread_shared,32,64, 10000000,0.048199
multithread_reduction,32,64, 10000000,0.044970
onethreadperblock,32,64, 10000000,0.203217
multithread,32,64, 10000000,0.064624
multithread_shared,32,64, 10000000,0.045814
multithread_reduction,32,64, 10000000,0.043729
onethreadperblock,32,64, 10000000,0.220649
multithread,32,64, 10000000,0.045340
multithread_shared,32,64, 10000000,0.043562
multithread_reduction,32,64, 10000000,0.045170
onethreadperblock,32,64, 10000000,0.204636
multithread,32,64, 10000000,0.044635
multithread_shared,32,64, 10000000,0.044531
multithread_reduction,32,64, 10000000,0.045473
onethreadperblock,32,64, 10000000,0.200812
multithread,32,64, 10000000,0.045890
multithread_shared,32,64, 10000000,0.045366
multithread_reduction,32,64, 10000000,0.045023
onethreadperblock,32,64, 100000000,1.635530
multithread,32,64, 100000000,0.083719
multithread_shared,32,64, 100000000,0.092629
multithread_reduction,32,64, 100000000,0.086369
onethreadperblock,32,64, 100000000,1.643138
multithread,32,64, 100000000,0.086609
multithread_shared,32,64, 100000000,0.086001
multithread_reduction,32,64, 100000000,0.085815
onethreadperblock,32,64, 100000000,1.643752
multithread,32,64, 100000000,0.084611
multithread_shared,32,64, 100000000,0.084652
multithread_reduction,32,64, 100000000,0.085590
onethreadperblock,32,64, 100000000,1.649792
multithread,32,64, 100000000,0.066917
multithread_shared,32,64, 100000000,0.072099
multithread_reduction,32,64, 100000000,0.068614
onethreadperblock,32,64, 100000000,1.648661
multithread,32,64, 100000000,0.083000
multithread_shared,32,64, 100000000,0.084895
multithread_reduction,32,64, 100000000,0.085616
onethreadperblock,32,64, 1000000000,16.055262
multithread,32,64, 1000000000,0.314328
multithread_shared,32,64, 1000000000,0.313128
multithread_reduction,32,64, 1000000000,0.321140
onethreadperblock,32,64, 1000000000,16.021914
multithread,32,64, 1000000000,0.312432
multithread_shared,32,64, 1000000000,0.316396
multithread_reduction,32,64, 1000000000,0.314151
onethreadperblock,32,64, 1000000000,16.089436
multithread,32,64, 1000000000,0.314497
multithread_shared,32,64, 1000000000,0.308967
multithread_reduction,32,64, 1000000000,0.311717
onethreadperblock,32,64, 1000000000,15.978908
multithread,32,64, 1000000000,0.320076
multithread_shared,32,64, 1000000000,0.316619
multithread_reduction,32,64, 1000000000,0.292634
onethreadperblock,32,64, 1000000000,15.998524
multithread,32,64, 1000000000,0.311757
multithread_shared,32,64, 1000000000,0.319083
multithread_reduction,32,64, 1000000000,0.312038
onethreadperblock,32,128, 1000,0.042184
multithread,32,128, 1000,0.042150
multithread_shared,32,128, 1000,0.060936
multithread_reduction,32,128, 1000,0.061338
onethreadperblock,32,128, 1000,0.042348
multithread,32,128, 1000,0.041270
multithread_shared,32,128, 1000,0.063448
multithread_reduction,32,128, 1000,0.041354
onethreadperblock,32,128, 1000,0.058174
multithread,32,128, 1000,0.041476
multithread_shared,32,128, 1000,0.041637
multithread_reduction,32,128, 1000,0.059375
onethreadperblock,32,128, 1000,0.043052
multithread,32,128, 1000,0.041144
multithread_shared,32,128, 1000,0.042756
multithread_reduction,32,128, 1000,0.041375
onethreadperblock,32,128, 1000,0.062894
multithread,32,128, 1000,0.041917
multithread_shared,32,128, 1000,0.041890
multithread_reduction,32,128, 1000,0.041908
onethreadperblock,32,128, 10000,0.066463
multithread,32,128, 10000,0.042364
multithread_shared,32,128, 10000,0.042739
multithread_reduction,32,128, 10000,0.042181
onethreadperblock,32,128, 10000,0.064091
multithread,32,128, 10000,0.041439
multithread_shared,32,128, 10000,0.041778
multithread_reduction,32,128, 10000,0.042692
onethreadperblock,32,128, 10000,0.062080
multithread,32,128, 10000,0.041959
multithread_shared,32,128, 10000,0.042156
multithread_reduction,32,128, 10000,0.043940
onethreadperblock,32,128, 10000,0.063741
multithread,32,128, 10000,0.041918
multithread_shared,32,128, 10000,0.042605
multithread_reduction,32,128, 10000,0.042574
onethreadperblock,32,128, 10000,0.041582
multithread,32,128, 10000,0.048008
multithread_shared,32,128, 10000,0.040983
multithread_reduction,32,128, 10000,0.041635
onethreadperblock,32,128, 100000,0.043761
multithread,32,128, 100000,0.047785
multithread_shared,32,128, 100000,0.043003
multithread_reduction,32,128, 100000,0.043389
onethreadperblock,32,128, 100000,0.065832
multithread,32,128, 100000,0.044575
multithread_shared,32,128, 100000,0.042624
multithread_reduction,32,128, 100000,0.044695
onethreadperblock,32,128, 100000,0.061095
multithread,32,128, 100000,0.041406
multithread_shared,32,128, 100000,0.049131
multithread_reduction,32,128, 100000,0.041624
onethreadperblock,32,128, 100000,0.043657
multithread,32,128, 100000,0.041909
multithread_shared,32,128, 100000,0.048295
multithread_reduction,32,128, 100000,0.041924
onethreadperblock,32,128, 100000,0.043663
multithread,32,128, 100000,0.062577
multithread_shared,32,128, 100000,0.042728
multithread_reduction,32,128, 100000,0.042714
onethreadperblock,32,128, 1000000,0.060204
multithread,32,128, 1000000,0.042446
multithread_shared,32,128, 1000000,0.054775
multithread_reduction,32,128, 1000000,0.047727
onethreadperblock,32,128, 1000000,0.058820
multithread,32,128, 1000000,0.041942
multithread_shared,32,128, 1000000,0.052016
multithread_reduction,32,128, 1000000,0.044434
onethreadperblock,32,128, 1000000,0.059423
multithread,32,128, 1000000,0.042902
multithread_shared,32,128, 1000000,0.042568
multithread_reduction,32,128, 1000000,0.042282
onethreadperblock,32,128, 1000000,0.057584
multithread,32,128, 1000000,0.043194
multithread_shared,32,128, 1000000,0.041991
multithread_reduction,32,128, 1000000,0.049540
onethreadperblock,32,128, 1000000,0.064783
multithread,32,128, 1000000,0.061831
multithread_shared,32,128, 1000000,0.047428
multithread_reduction,32,128, 1000000,0.046451
onethreadperblock,32,128, 10000000,0.200219
multithread,32,128, 10000000,0.046404
multithread_shared,32,128, 10000000,0.046619
multithread_reduction,32,128, 10000000,0.043687
onethreadperblock,32,128, 10000000,0.201262
multithread,32,128, 10000000,0.064391
multithread_shared,32,128, 10000000,0.044448
multithread_reduction,32,128, 10000000,0.062442
onethreadperblock,32,128, 10000000,0.203906
multithread,32,128, 10000000,0.065824
multithread_shared,32,128, 10000000,0.045532
multithread_reduction,32,128, 10000000,0.060917
onethreadperblock,32,128, 10000000,0.217957
multithread,32,128, 10000000,0.060440
multithread_shared,32,128, 10000000,0.043507
multithread_reduction,32,128, 10000000,0.043952
onethreadperblock,32,128, 10000000,0.201181
multithread,32,128, 10000000,0.068789
multithread_shared,32,128, 10000000,0.047898
multithread_reduction,32,128, 10000000,0.043558
onethreadperblock,32,128, 100000000,1.650084
multithread,32,128, 100000000,0.080151
multithread_shared,32,128, 100000000,0.078866
multithread_reduction,32,128, 100000000,0.084358
onethreadperblock,32,128, 100000000,1.628774
multithread,32,128, 100000000,0.075382
multithread_shared,32,128, 100000000,0.058742
multithread_reduction,32,128, 100000000,0.080064
onethreadperblock,32,128, 100000000,1.666838
multithread,32,128, 100000000,0.058948
multithread_shared,32,128, 100000000,0.059007
multithread_reduction,32,128, 100000000,0.058121
onethreadperblock,32,128, 100000000,1.638186
multithread,32,128, 100000000,0.079091
multithread_shared,32,128, 100000000,0.076922
multithread_reduction,32,128, 100000000,0.060745
onethreadperblock,32,128, 100000000,1.654322
multithread,32,128, 100000000,0.076317
multithread_shared,32,128, 100000000,0.077261
multithread_reduction,32,128, 100000000,0.060470
onethreadperblock,32,128, 1000000000,15.980551
multithread,32,128, 1000000000,0.233472
multithread_shared,32,128, 1000000000,0.235471
multithread_reduction,32,128, 1000000000,0.217937
onethreadperblock,32,128, 1000000000,16.102411
multithread,32,128, 1000000000,0.241384
multithread_shared,32,128, 1000000000,0.236861
multithread_reduction,32,128, 1000000000,0.234648
onethreadperblock,32,128, 1000000000,15.978222
multithread,32,128, 1000000000,0.234498
multithread_shared,32,128, 1000000000,0.235725
multithread_reduction,32,128, 1000000000,0.233991
onethreadperblock,32,128, 1000000000,16.060518
multithread,32,128, 1000000000,0.231820
multithread_shared,32,128, 1000000000,0.237950
multithread_reduction,32,128, 1000000000,0.233317
onethreadperblock,32,128, 1000000000,16.032146
multithread,32,128, 1000000000,0.231884
multithread_shared,32,128, 1000000000,0.217187
multithread_reduction,32,128, 1000000000,0.210806
onethreadperblock,32,256, 1000,0.060015
multithread,32,256, 1000,0.041091
multithread_shared,32,256, 1000,0.059053
multithread_reduction,32,256, 1000,0.045110
onethreadperblock,32,256, 1000,0.064018
multithread,32,256, 1000,0.063209
multithread_shared,32,256, 1000,0.041971
multithread_reduction,32,256, 1000,0.060839
onethreadperblock,32,256, 1000,0.063272
multithread,32,256, 1000,0.060363
multithread_shared,32,256, 1000,0.061157
multithread_reduction,32,256, 1000,0.060664
onethreadperblock,32,256, 1000,0.043955
multithread,32,256, 1000,0.042652
multithread_shared,32,256, 1000,0.041743
multithread_reduction,32,256, 1000,0.043410
onethreadperblock,32,256, 1000,0.059124
multithread,32,256, 1000,0.041003
multithread_shared,32,256, 1000,0.046966
multithread_reduction,32,256, 1000,0.063554
onethreadperblock,32,256, 10000,0.041958
multithread,32,256, 10000,0.041904
multithread_shared,32,256, 10000,0.041785
multithread_reduction,32,256, 10000,0.042353
onethreadperblock,32,256, 10000,0.042789
multithread,32,256, 10000,0.042694
multithread_shared,32,256, 10000,0.061263
multithread_reduction,32,256, 10000,0.074456
onethreadperblock,32,256, 10000,0.043094
multithread,32,256, 10000,0.041588
multithread_shared,32,256, 10000,0.059178
multithread_reduction,32,256, 10000,0.049737
onethreadperblock,32,256, 10000,0.064072
multithread,32,256, 10000,0.042614
multithread_shared,32,256, 10000,0.048651
multithread_reduction,32,256, 10000,0.042954
onethreadperblock,32,256, 10000,0.042843
multithread,32,256, 10000,0.043840
multithread_shared,32,256, 10000,0.042126
multithread_reduction,32,256, 10000,0.042925
onethreadperblock,32,256, 100000,0.068100
multithread,32,256, 100000,0.066750
multithread_shared,32,256, 100000,0.042724
multithread_reduction,32,256, 100000,0.045336
onethreadperblock,32,256, 100000,0.043489
multithread,32,256, 100000,0.041062
multithread_shared,32,256, 100000,0.041272
multithread_reduction,32,256, 100000,0.049914
onethreadperblock,32,256, 100000,0.061865
multithread,32,256, 100000,0.052479
multithread_shared,32,256, 100000,0.044047
multithread_reduction,32,256, 100000,0.042024
onethreadperblock,32,256, 100000,0.043691
multithread,32,256, 100000,0.043650
multithread_shared,32,256, 100000,0.041533
multithread_reduction,32,256, 100000,0.042274
onethreadperblock,32,256, 100000,0.054478
multithread,32,256, 100000,0.041284
multithread_shared,32,256, 100000,0.043165
multithread_reduction,32,256, 100000,0.043776
onethreadperblock,32,256, 1000000,0.063011
multithread,32,256, 1000000,0.042531
multithread_shared,32,256, 1000000,0.041037
multithread_reduction,32,256, 1000000,0.044081
onethreadperblock,32,256, 1000000,0.062657
multithread,32,256, 1000000,0.049688
multithread_shared,32,256, 1000000,0.044330
multithread_reduction,32,256, 1000000,0.045730
onethreadperblock,32,256, 1000000,0.059125
multithread,32,256, 1000000,0.044659
multithread_shared,32,256, 1000000,0.042502
multithread_reduction,32,256, 1000000,0.060630
onethreadperblock,32,256, 1000000,0.059338
multithread,32,256, 1000000,0.042117
multithread_shared,32,256, 1000000,0.044426
multithread_reduction,32,256, 1000000,0.045969
onethreadperblock,32,256, 1000000,0.060371
multithread,32,256, 1000000,0.041219
multithread_shared,32,256, 1000000,0.041973
multithread_reduction,32,256, 1000000,0.042235
onethreadperblock,32,256, 10000000,0.199890
multithread,32,256, 10000000,0.065608
multithread_shared,32,256, 10000000,0.043979
multithread_reduction,32,256, 10000000,0.043172
onethreadperblock,32,256, 10000000,0.202131
multithread,32,256, 10000000,0.046851
multithread_shared,32,256, 10000000,0.077839
multithread_reduction,32,256, 10000000,0.045306
onethreadperblock,32,256, 10000000,0.220716
multithread,32,256, 10000000,0.045316
multithread_shared,32,256, 10000000,0.043171
multithread_reduction,32,256, 10000000,0.044505
onethreadperblock,32,256, 10000000,0.201106
multithread,32,256, 10000000,0.060451
multithread_shared,32,256, 10000000,0.042433
multithread_reduction,32,256, 10000000,0.043883
onethreadperblock,32,256, 10000000,0.203296
multithread,32,256, 10000000,0.061374
multithread_shared,32,256, 10000000,0.074262
multithread_reduction,32,256, 10000000,0.043426
onethreadperblock,32,256, 100000000,1.641842
multithread,32,256, 100000000,0.079220
multithread_shared,32,256, 100000000,0.076320
multithread_reduction,32,256, 100000000,0.080202
onethreadperblock,32,256, 100000000,1.626879
