version,B,T,N,runtime
onethreadperblock,64,256, 10000000,0.123540
multithread,64,256, 10000000,0.045526
multithread_shared,64,256, 10000000,0.044933
multithread_reduction,64,256, 10000000,0.044133
onethreadperblock,64,256, 10000000,0.121270
multithread,64,256, 10000000,0.045979
multithread_shared,64,256, 10000000,0.044366
multithread_reduction,64,256, 10000000,0.046293
onethreadperblock,64,256, 10000000,0.129253
multithread,64,256, 10000000,0.065495
multithread_shared,64,256, 10000000,0.061156
multithread_reduction,64,256, 10000000,0.043477
onethreadperblock,64,256, 100000000,0.849609
multithread,64,256, 100000000,0.082836
multithread_shared,64,256, 100000000,0.080214
multithread_reduction,64,256, 100000000,0.079243
onethreadperblock,64,256, 100000000,0.854952
multithread,64,256, 100000000,0.080884
multithread_shared,64,256, 100000000,0.077797
multithread_reduction,64,256, 100000000,0.060569
onethreadperblock,64,256, 100000000,0.877076
multithread,64,256, 100000000,0.059663
multithread_shared,64,256, 100000000,0.079503
multithread_reduction,64,256, 100000000,0.078309
onethreadperblock,64,256, 100000000,0.871959
multithread,64,256, 100000000,0.074624
multithread_shared,64,256, 100000000,0.081078
multithread_reduction,64,256, 100000000,0.081486
onethreadperblock,64,256, 100000000,0.866445
multithread,64,256, 100000000,0.081312
multithread_shared,64,256, 100000000,0.075176
multithread_reduction,64,256, 100000000,0.074786
onethreadperblock,64,256, 1000000000,8.097054
multithread,64,256, 1000000000,0.252388
multithread_shared,64,256, 1000000000,0.239431
multithread_reduction,64,256, 1000000000,0.234561
onethreadperblock,64,256, 1000000000,8.118003
multithread,64,256, 1000000000,0.234894
multithread_shared,64,256, 1000000000,0.237586
multithread_reduction,64,256, 1000000000,0.239497
onethreadperblock,64,256, 1000000000,8.096111
multithread,64,256, 1000000000,0.239530
multithread_shared,64,256, 1000000000,0.221664
multithread_reduction,64,256, 1000000000,0.219043
onethreadperblock,64,256, 1000000000,8.105348
multithread,64,256, 1000000000,0.223478
multithread_shared,64,256, 1000000000,0.218854
multithread_reduction,64,256, 1000000000,0.218515
onethreadperblock,64,256, 1000000000,8.154052
multithread,64,256, 1000000000,0.237664
multithread_shared,64,256, 1000000000,0.238498
multithread_reduction,64,256, 1000000000,0.239520
onethreadperblock,128,1, 1000,0.065001
multithread,128,1, 1000,0.041912
multithread_shared,128,1, 1000,0.041126
multithread_reduction,128,1, 1000,0.043324
onethreadperblock,128,1, 1000,0.042986
multithread,128,1, 1000,0.041540
multithread_shared,128,1, 1000,0.060158
multithread_reduction,128,1, 1000,0.061981
onethreadperblock,128,1, 1000,0.042366
multithread,128,1, 1000,0.042013
multithread_shared,128,1, 1000,0.058879
multithread_reduction,128,1, 1000,0.042873
onethreadperblock,128,1, 1000,0.059598
multithread,128,1, 1000,0.045260
multithread_shared,128,1, 1000,0.060499
multithread_reduction,128,1, 1000,0.043367
onethreadperblock,128,1, 1000,0.059180
multithread,128,1, 1000,0.041847
multithread_shared,128,1, 1000,0.042092
multithread_reduction,128,1, 1000,0.042413
onethreadperblock,128,1, 10000,0.060953
multithread,128,1, 10000,0.043356
multithread_shared,128,1, 10000,0.042134
multithread_reduction,128,1, 10000,0.043433
onethreadperblock,128,1, 10000,0.062442
multithread,128,1, 10000,0.042357
multithread_shared,128,1, 10000,0.042351
multithread_reduction,128,1, 10000,0.060868
onethreadperblock,128,1, 10000,0.056590
multithread,128,1, 10000,0.065099
multithread_shared,128,1, 10000,0.042276
multithread_reduction,128,1, 10000,0.052233
onethreadperblock,128,1, 10000,0.041764
multithread,128,1, 10000,0.042242
multithread_shared,128,1, 10000,0.042686
multithread_reduction,128,1, 10000,0.068395
onethreadperblock,128,1, 10000,0.045347
multithread,128,1, 10000,0.044416
multithread_shared,128,1, 10000,0.044015
multithread_reduction,128,1, 10000,0.042317
onethreadperblock,128,1, 100000,0.044114
multithread,128,1, 100000,0.049477
multithread_shared,128,1, 100000,0.044846
multithread_reduction,128,1, 100000,0.044661
onethreadperblock,128,1, 100000,0.045875
multithread,128,1, 100000,0.046547
multithread_shared,128,1, 100000,0.046404
multithread_reduction,128,1, 100000,0.062757
onethreadperblock,128,1, 100000,0.044391
multithread,128,1, 100000,0.071280
multithread_shared,128,1, 100000,0.067285
multithread_reduction,128,1, 100000,0.043455
onethreadperblock,128,1, 100000,0.042674
multithread,128,1, 100000,0.042366
multithread_shared,128,1, 100000,0.042020
multithread_reduction,128,1, 100000,0.043076
onethreadperblock,128,1, 100000,0.061079
multithread,128,1, 100000,0.042786
multithread_shared,128,1, 100000,0.043645
multithread_reduction,128,1, 100000,0.043331
onethreadperblock,128,1, 1000000,0.047771
multithread,128,1, 1000000,0.049345
multithread_shared,128,1, 1000000,0.051113
multithread_reduction,128,1, 1000000,0.045232
onethreadperblock,128,1, 1000000,0.047770
multithread,128,1, 1000000,0.064723
multithread_shared,128,1, 1000000,0.050014
multithread_reduction,128,1, 1000000,0.047248
onethreadperblock,128,1, 1000000,0.049072
multithread,128,1, 1000000,0.064447
multithread_shared,128,1, 1000000,0.064498
multithread_reduction,128,1, 1000000,0.044446
onethreadperblock,128,1, 1000000,0.052331
multithread,128,1, 1000000,0.052436
multithread_shared,128,1, 1000000,0.078863
multithread_reduction,128,1, 1000000,0.063476
onethreadperblock,128,1, 1000000,0.048490
multithread,128,1, 1000000,0.050982
multithread_shared,128,1, 1000000,0.048777
multithread_reduction,128,1, 1000000,0.046692
onethreadperblock,128,1, 10000000,0.098225
multithread,128,1, 10000000,0.097333
multithread_shared,128,1, 10000000,0.114507
multithread_reduction,128,1, 10000000,0.071326
onethreadperblock,128,1, 10000000,0.098112
multithread,128,1, 10000000,0.120800
multithread_shared,128,1, 10000000,0.096161
multithread_reduction,128,1, 10000000,0.074119
onethreadperblock,128,1, 10000000,0.097541
multithread,128,1, 10000000,0.097036
multithread_shared,128,1, 10000000,0.115367
multithread_reduction,128,1, 10000000,0.087015
onethreadperblock,128,1, 10000000,0.109065
multithread,128,1, 10000000,0.097966
multithread_shared,128,1, 10000000,0.095742
multithread_reduction,128,1, 10000000,0.071121
onethreadperblock,128,1, 10000000,0.097362
multithread,128,1, 10000000,0.103037
multithread_shared,128,1, 10000000,0.098017
multithread_reduction,128,1, 10000000,0.071836
onethreadperblock,128,1, 100000000,0.596358
multithread,128,1, 100000000,0.614812
multithread_shared,128,1, 100000000,0.619529
multithread_reduction,128,1, 100000000,0.343740
onethreadperblock,128,1, 100000000,0.611188
multithread,128,1, 100000000,0.609332
multithread_shared,128,1, 100000000,0.620846
multithread_reduction,128,1, 100000000,0.336503
onethreadperblock,128,1, 100000000,0.595905
multithread,128,1, 100000000,0.622588
multithread_shared,128,1, 100000000,0.614890
multithread_reduction,128,1, 100000000,0.330554
onethreadperblock,128,1, 100000000,0.620716
multithread,128,1, 100000000,0.606870
multithread_shared,128,1, 100000000,0.613377
multithread_reduction,128,1, 100000000,0.317906
onethreadperblock,128,1, 100000000,0.596287
multithread,128,1, 100000000,0.614752
multithread_shared,128,1, 100000000,0.586845
multithread_reduction,128,1, 100000000,0.314822
onethreadperblock,128,1, 1000000000,5.575410
multithread,128,1, 1000000000,5.540213
multithread_shared,128,1, 1000000000,5.606574
multithread_reduction,128,1, 1000000000,2.821691
onethreadperblock,128,1, 1000000000,5.559438
multithread,128,1, 1000000000,5.545363
multithread_shared,128,1, 1000000000,5.549107
multithread_reduction,128,1, 1000000000,2.816700
onethreadperblock,128,1, 1000000000,5.541415
multithread,128,1, 1000000000,5.531798
multithread_shared,128,1, 1000000000,5.559887
multithread_reduction,128,1, 1000000000,2.846563
onethreadperblock,128,1, 1000000000,5.576400
multithread,128,1, 1000000000,5.570672
multithread_shared,128,1, 1000000000,5.581380
multithread_reduction,128,1, 1000000000,2.837736
onethreadperblock,128,1, 1000000000,5.603305
multithread,128,1, 1000000000,5.573185
multithread_shared,128,1, 1000000000,5.563706
multithread_reduction,128,1, 1000000000,2.836817
onethreadperblock,128,32, 1000,0.062904
multithread,128,32, 1000,0.060956
multithread_shared,128,32, 1000,0.042560
multithread_reduction,128,32, 1000,0.065193
onethreadperblock,128,32, 1000,0.060675
multithread,128,32, 1000,0.042608
multithread_shared,128,32, 1000,0.060120
multithread_reduction,128,32, 1000,0.068202
onethreadperblock,128,32, 1000,0.043989
multithread,128,32, 1000,0.059150
multithread_shared,128,32, 1000,0.041357
multithread_reduction,128,32, 1000,0.042833
onethreadperblock,128,32, 1000,0.041763
multithread,128,32, 1000,0.042679
multithread_shared,128,32, 1000,0.041608
multithread_reduction,128,32, 1000,0.041159
onethreadperblock,128,32, 1000,0.049350
multithread,128,32, 1000,0.073195
multithread_shared,128,32, 1000,0.042853
multithread_reduction,128,32, 1000,0.042907
onethreadperblock,128,32, 10000,0.041404
multithread,128,32, 10000,0.042333
multithread_shared,128,32, 10000,0.042147
multithread_reduction,128,32, 10000,0.062455
onethreadperblock,128,32, 10000,0.045715
multithread,128,32, 10000,0.043965
multithread_shared,128,32, 10000,0.042636
multithread_reduction,128,32, 10000,0.042370
onethreadperblock,128,32, 10000,0.043246
multithread,128,32, 10000,0.042786
multithread_shared,128,32, 10000,0.043196
multithread_reduction,128,32, 10000,0.042589
onethreadperblock,128,32, 10000,0.042234
multithread,128,32, 10000,0.048596
multithread_shared,128,32, 10000,0.041948
multithread_reduction,128,32, 10000,0.042228
onethreadperblock,128,32, 10000,0.042527
multithread,128,32, 10000,0.060683
multithread_shared,128,32, 10000,0.041460
multithread_reduction,128,32, 10000,0.042543
onethreadperblock,128,32, 100000,0.043380
multithread,128,32, 100000,0.041860
multithread_shared,128,32, 100000,0.063126
multithread_reduction,128,32, 100000,0.051384
onethreadperblock,128,32, 100000,0.061058
multithread,128,32, 100000,0.043137
multithread_shared,128,32, 100000,0.048157
multithread_reduction,128,32, 100000,0.044440
onethreadperblock,128,32, 100000,0.046164
multithread,128,32, 100000,0.042066
multithread_shared,128,32, 100000,0.042625
multithread_reduction,128,32, 100000,0.042409
onethreadperblock,128,32, 100000,0.045301
multithread,128,32, 100000,0.063442
multithread_shared,128,32, 100000,0.042719
multithread_reduction,128,32, 100000,0.043014
onethreadperblock,128,32, 100000,0.066001
multithread,128,32, 100000,0.042044
multithread_shared,128,32, 100000,0.042489
multithread_reduction,128,32, 100000,0.059336
onethreadperblock,128,32, 1000000,0.064196
multithread,128,32, 1000000,0.043125
multithread_shared,128,32, 1000000,0.043499
multithread_reduction,128,32, 1000000,0.063705
onethreadperblock,128,32, 1000000,0.073112
multithread,128,32, 1000000,0.044800
multithread_shared,128,32, 1000000,0.043594
multithread_reduction,128,32, 1000000,0.073247
onethreadperblock,128,32, 1000000,0.047181
multithread,128,32, 1000000,0.041723
multithread_shared,128,32, 1000000,0.043135
multithread_reduction,128,32, 1000000,0.044980
onethreadperblock,128,32, 1000000,0.048648
multithread,128,32, 1000000,0.062476
multithread_shared,128,32, 1000000,0.043448
multithread_reduction,128,32, 1000000,0.046022
onethreadperblock,128,32, 1000000,0.047603
multithread,128,32, 1000000,0.043269
multithread_shared,128,32, 1000000,0.043849
multithread_reduction,128,32, 1000000,0.059774
onethreadperblock,128,32, 10000000,0.111490
multithread,128,32, 10000000,0.044816
multithread_shared,128,32, 10000000,0.051273
multithread_reduction,128,32, 10000000,0.061058
onethreadperblock,128,32, 10000000,0.096515
multithread,128,32, 10000000,0.045613
multithread_shared,128,32, 10000000,0.043787
multithread_reduction,128,32, 10000000,0.062086
onethreadperblock,128,32, 10000000,0.113874
multithread,128,32, 10000000,0.065197
multithread_shared,128,32, 10000000,0.044892
multithread_reduction,128,32, 10000000,0.042584
onethreadperblock,128,32, 10000000,0.116090
multithread,128,32, 10000000,0.061152
multithread_shared,128,32, 10000000,0.044157
multithread_reduction,128,32, 10000000,0.044223
onethreadperblock,128,32, 10000000,0.094888
multithread,128,32, 10000000,0.043461
multithread_shared,128,32, 10000000,0.056103
multithread_reduction,128,32, 10000000,0.043960
onethreadperblock,128,32, 100000000,0.597160
multithread,128,32, 100000000,0.059930
multithread_shared,128,32, 100000000,0.059736
multithread_reduction,128,32, 100000000,0.059080
onethreadperblock,128,32, 100000000,0.623474
multithread,128,32, 100000000,0.079961
multithread_shared,128,32, 100000000,0.079671
multithread_reduction,128,32, 100000000,0.079492
onethreadperblock,128,32, 100000000,0.597497
multithread,128,32, 100000000,0.076548
multithread_shared,128,32, 100000000,0.076491
multithread_reduction,128,32, 100000000,0.079475
onethreadperblock,128,32, 100000000,0.616939
multithread,128,32, 100000000,0.060887
multithread_shared,128,32, 100000000,0.062159
multithread_reduction,128,32, 100000000,0.088761
onethreadperblock,128,32, 100000000,0.610981
multithread,128,32, 100000000,0.076401
multithread_shared,128,32, 100000000,0.077492
multithread_reduction,128,32, 100000000,0.083612
onethreadperblock,128,32, 1000000000,5.531606
multithread,128,32, 1000000000,0.231315
multithread_shared,128,32, 1000000000,0.232473
multithread_reduction,128,32, 1000000000,0.239695
onethreadperblock,128,32, 1000000000,5.584237
multithread,128,32, 1000000000,0.214140
multithread_shared,128,32, 1000000000,0.226352
multithread_reduction,128,32, 1000000000,0.223997
onethreadperblock,128,32, 1000000000,5.559376
multithread,128,32, 1000000000,0.232691
multithread_shared,128,32, 1000000000,0.213284
multithread_reduction,128,32, 1000000000,0.238646
onethreadperblock,128,32, 1000000000,5.518839
multithread,128,32, 1000000000,0.231057
multithread_shared,128,32, 1000000000,0.237039
multithread_reduction,128,32, 1000000000,0.245252
onethreadperblock,128,32, 1000000000,5.520299
multithread,128,32, 1000000000,0.238118
multithread_shared,128,32, 1000000000,0.236635
multithread_reduction,128,32, 1000000000,0.245657
onethreadperblock,128,64, 1000,0.063300
multithread,128,64, 1000,0.061638
multithread_shared,128,64, 1000,0.061449
multithread_reduction,128,64, 1000,0.044108
onethreadperblock,128,64, 1000,0.062250
multithread,128,64, 1000,0.041972
multithread_shared,128,64, 1000,0.042357
multithread_reduction,128,64, 1000,0.044192
onethreadperblock,128,64, 1000,0.059143
multithread,128,64, 1000,0.042960
multithread_shared,128,64, 1000,0.041645
multithread_reduction,128,64, 1000,0.042376
onethreadperblock,128,64, 1000,0.062942
multithread,128,64, 1000,0.042822
multithread_shared,128,64, 1000,0.042855
multithread_reduction,128,64, 1000,0.044123
onethreadperblock,128,64, 1000,0.060030
multithread,128,64, 1000,0.041662
multithread_shared,128,64, 1000,0.043962
multithread_reduction,128,64, 1000,0.043222
onethreadperblock,128,64, 10000,0.044326
multithread,128,64, 10000,0.063077
multithread_shared,128,64, 10000,0.042295
multithread_reduction,128,64, 10000,0.042498
onethreadperblock,128,64, 10000,0.061449
multithread,128,64, 10000,0.041578
multithread_shared,128,64, 10000,0.041403
multithread_reduction,128,64, 10000,0.042838
onethreadperblock,128,64, 10000,0.042274
multithread,128,64, 10000,0.048472
multithread_shared,128,64, 10000,0.062694
multithread_reduction,128,64, 10000,0.042806
onethreadperblock,128,64, 10000,0.059327
multithread,128,64, 10000,0.043988
multithread_shared,128,64, 10000,0.044050
multithread_reduction,128,64, 10000,0.059359
onethreadperblock,128,64, 10000,0.043523
multithread,128,64, 10000,0.041363
multithread_shared,128,64, 10000,0.042659
multithread_reduction,128,64, 10000,0.043132
onethreadperblock,128,64, 100000,0.042979
multithread,128,64, 100000,0.043860
multithread_shared,128,64, 100000,0.041615
multithread_reduction,128,64, 100000,0.041800
onethreadperblock,128,64, 100000,0.044612
multithread,128,64, 100000,0.070865
multithread_shared,128,64, 100000,0.043772
multithread_reduction,128,64, 100000,0.043887
onethreadperblock,128,64, 100000,0.042765
multithread,128,64, 100000,0.042768
multithread_shared,128,64, 100000,0.042745
multithread_reduction,128,64, 100000,0.044553
onethreadperblock,128,64, 100000,0.042014
multithread,128,64, 100000,0.041734
multithread_shared,128,64, 100000,0.041609
multithread_reduction,128,64, 100000,0.042605
onethreadperblock,128,64, 100000,0.043026
multithread,128,64, 100000,0.044161
multithread_shared,128,64, 100000,0.042152
multithread_reduction,128,64, 100000,0.044267
onethreadperblock,128,64, 1000000,0.048205
multithread,128,64, 1000000,0.042831
multithread_shared,128,64, 1000000,0.041942
multithread_reduction,128,64, 1000000,0.043708
onethreadperblock,128,64, 1000000,0.048333
multithread,128,64, 1000000,0.042122
multithread_shared,128,64, 1000000,0.045143
multithread_reduction,128,64, 1000000,0.042146
onethreadperblock,128,64, 1000000,0.048871
multithread,128,64, 1000000,0.043518
multithread_shared,128,64, 1000000,0.042284
multithread_reduction,128,64, 1000000,0.042522
onethreadperblock,128,64, 1000000,0.049506
multithread,128,64, 1000000,0.066658
multithread_shared,128,64, 1000000,0.043989
multithread_reduction,128,64, 1000000,0.043336
onethreadperblock,128,64, 1000000,0.049244
multithread,128,64, 1000000,0.041820
multithread_shared,128,64, 1000000,0.043437
multithread_reduction,128,64, 1000000,0.043931
onethreadperblock,128,64, 10000000,0.106104
multithread,128,64, 10000000,0.045427
multithread_shared,128,64, 10000000,0.049509
multithread_reduction,128,64, 10000000,0.060901
onethreadperblock,128,64, 10000000,0.108486
multithread,128,64, 10000000,0.046153
multithread_shared,128,64, 10000000,0.047219
multithread_reduction,128,64, 10000000,0.043431
onethreadperblock,128,64, 10000000,0.094993
multithread,128,64, 10000000,0.043829
multithread_shared,128,64, 10000000,0.042808
multithread_reduction,128,64, 10000000,0.043731
onethreadperblock,128,64, 10000000,0.098434
multithread,128,64, 10000000,0.043748
multithread_shared,128,64, 10000000,0.043612
multithread_reduction,128,64, 10000000,0.046160
onethreadperblock,128,64, 10000000,0.096855
multithread,128,64, 10000000,0.045511
multithread_shared,128,64, 10000000,0.065328
multithread_reduction,128,64, 10000000,0.042673
onethreadperblock,128,64, 100000000,0.594283
multithread,128,64, 100000000,0.074992
multithread_shared,128,64, 100000000,0.059824
multithread_reduction,128,64, 100000000,0.074384
onethreadperblock,128,64, 100000000,0.597777
multithread,128,64, 100000000,0.076799
multithread_shared,128,64, 100000000,0.079261
multithread_reduction,128,64, 100000000,0.058998
onethreadperblock,128,64, 100000000,0.596644
multithread,128,64, 100000000,0.078661
multithread_shared,128,64, 100000000,0.060039
multithread_reduction,128,64, 100000000,0.061025
onethreadperblock,128,64, 100000000,0.598705
multithread,128,64, 100000000,0.073837
multithread_shared,128,64, 100000000,0.078915
multithread_reduction,128,64, 100000000,0.076513
onethreadperblock,128,64, 100000000,0.612588
multithread,128,64, 100000000,0.077922
multithread_shared,128,64, 100000000,0.059322
multithread_reduction,128,64, 100000000,0.083348
onethreadperblock,128,64, 1000000000,5.555203
multithread,128,64, 1000000000,0.230409
multithread_shared,128,64, 1000000000,0.235541
multithread_reduction,128,64, 1000000000,0.233714
onethreadperblock,128,64, 1000000000,5.570152
multithread,128,64, 1000000000,0.218257
multithread_shared,128,64, 1000000000,0.236891
multithread_reduction,128,64, 1000000000,0.216803
onethreadperblock,128,64, 1000000000,5.581672
multithread,128,64, 1000000000,0.235317
multithread_shared,128,64, 1000000000,0.231386
multithread_reduction,128,64, 1000000000,0.243552
onethreadperblock,128,64, 1000000000,5.584417
multithread,128,64, 1000000000,0.243579
multithread_shared,128,64, 1000000000,0.231921
multithread_reduction,128,64, 1000000000,0.221296
onethreadperblock,128,64, 1000000000,5.534201
multithread,128,64, 1000000000,0.235475
multithread_shared,128,64, 1000000000,0.234143
multithread_reduction,128,64, 1000000000,0.238664
onethreadperblock,128,128, 1000,0.061407
multithread,128,128, 1000,0.043625
multithread_shared,128,128, 1000,0.061518
multithread_reduction,128,128, 1000,0.062655
onethreadperblock,128,128, 1000,0.043494
multithread,128,128, 1000,0.044595
multithread_shared,128,128, 1000,0.044056
multithread_reduction,128,128, 1000,0.043483
onethreadperblock,128,128, 1000,0.059637
multithread,128,128, 1000,0.042128
multithread_shared,128,128, 1000,0.042399
multithread_reduction,128,128, 1000,0.044404
onethreadperblock,128,128, 1000,0.042704
multithread,128,128, 1000,0.041856
multithread_shared,128,128, 1000,0.042167
multithread_reduction,128,128, 1000,0.041933
onethreadperblock,128,128, 1000,0.041780
multithread,128,128, 1000,0.043388
multithread_shared,128,128, 1000,0.042583
multithread_reduction,128,128, 1000,0.061048
onethreadperblock,128,128, 10000,0.042896
multithread,128,128, 10000,0.041694
multithread_shared,128,128, 10000,0.043008
multithread_reduction,128,128, 10000,0.064315
onethreadperblock,128,128, 10000,0.043230
multithread,128,128, 10000,0.041777
multithread_shared,128,128, 10000,0.042299
multithread_reduction,128,128, 10000,0.044124
onethreadperblock,128,128, 10000,0.062079
multithread,128,128, 10000,0.043284
multithread_shared,128,128, 10000,0.042151
multithread_reduction,128,128, 10000,0.042857
onethreadperblock,128,128, 10000,0.049970
multithread,128,128, 10000,0.042435
multithread_shared,128,128, 10000,0.042471
multithread_reduction,128,128, 10000,0.042109
onethreadperblock,128,128, 10000,0.065422
multithread,128,128, 10000,0.043577
multithread_shared,128,128, 10000,0.041846
multithread_reduction,128,128, 10000,0.043518
onethreadperblock,128,128, 100000,0.044870
multithread,128,128, 100000,0.067806
multithread_shared,128,128, 100000,0.068932
multithread_reduction,128,128, 100000,0.044234
onethreadperblock,128,128, 100000,0.043850
multithread,128,128, 100000,0.043603
multithread_shared,128,128, 100000,0.061446
multithread_reduction,128,128, 100000,0.043856
onethreadperblock,128,128, 100000,0.050112
multithread,128,128, 100000,0.062887
multithread_shared,128,128, 100000,0.043590
multithread_reduction,128,128, 100000,0.045849
onethreadperblock,128,128, 100000,0.045322
multithread,128,128, 100000,0.043777
multithread_shared,128,128, 100000,0.044854
multithread_reduction,128,128, 100000,0.044814
onethreadperblock,128,128, 100000,0.048258
multithread,128,128, 100000,0.042973
multithread_shared,128,128, 100000,0.042390
multithread_reduction,128,128, 100000,0.042277
onethreadperblock,128,128, 1000000,0.049780
multithread,128,128, 1000000,0.046707
multithread_shared,128,128, 1000000,0.043947
multithread_reduction,128,128, 1000000,0.043474
onethreadperblock,128,128, 1000000,0.065838
multithread,128,128, 1000000,0.072469
multithread_shared,128,128, 1000000,0.050865
multithread_reduction,128,128, 1000000,0.046754
onethreadperblock,128,128, 1000000,0.052634
multithread,128,128, 1000000,0.049951
multithread_shared,128,128, 1000000,0.041866
multithread_reduction,128,128, 1000000,0.044597
onethreadperblock,128,128, 1000000,0.047783
multithread,128,128, 1000000,0.048715
multithread_shared,128,128, 1000000,0.042574
multithread_reduction,128,128, 1000000,0.042333
onethreadperblock,128,128, 1000000,0.049332
multithread,128,128, 1000000,0.041840
multithread_shared,128,128, 1000000,0.042342
multithread_reduction,128,128, 1000000,0.041942
onethreadperblock,128,128, 10000000,0.100118
multithread,128,128, 10000000,0.043945
multithread_shared,128,128, 10000000,0.045292
multithread_reduction,128,128, 10000000,0.044656
onethreadperblock,128,128, 10000000,0.113327
multithread,128,128, 10000000,0.044058
multithread_shared,128,128, 10000000,0.044633
multithread_reduction,128,128, 10000000,0.044762
onethreadperblock,128,128, 10000000,0.100201
multithread,128,128, 10000000,0.045285
multithread_shared,128,128, 10000000,0.043234
multithread_reduction,128,128, 10000000,0.061268
onethreadperblock,128,128, 10000000,0.097228
multithread,128,128, 10000000,0.059348
multithread_shared,128,128, 10000000,0.048332
multithread_reduction,128,128, 10000000,0.046165
onethreadperblock,128,128, 10000000,0.098651
multithread,128,128, 10000000,0.042863
multithread_shared,128,128, 10000000,0.043533
multithread_reduction,128,128, 10000000,0.060501
onethreadperblock,128,128, 100000000,0.612560
multithread,128,128, 100000000,0.077493
multithread_shared,128,128, 100000000,0.058323
multithread_reduction,128,128, 100000000,0.075691
onethreadperblock,128,128, 100000000,0.620380
multithread,128,128, 100000000,0.077874
multithread_shared,128,128, 100000000,0.060540
multithread_reduction,128,128, 100000000,0.060950
onethreadperblock,128,128, 100000000,0.611833
multithread,128,128, 100000000,0.090264
multithread_shared,128,128, 100000000,0.059502
multithread_reduction,128,128, 100000000,0.076057
onethreadperblock,128,128, 100000000,0.600701
multithread,128,128, 100000000,0.080392
multithread_shared,128,128, 100000000,0.076877
multithread_reduction,128,128, 100000000,0.058528
onethreadperblock,128,128, 100000000,0.609933
multithread,128,128, 100000000,0.057331
multithread_shared,128,128, 100000000,0.058221
multithread_reduction,128,128, 100000000,0.079328
onethreadperblock,128,128, 1000000000,5.497307
multithread,128,128, 1000000000,0.240981
multithread_shared,128,128, 1000000000,0.235525
multithread_reduction,128,128, 1000000000,0.216788
onethreadperblock,128,128, 1000000000,5.534703
multithread,128,128, 1000000000,0.234091
multithread_shared,128,128, 1000000000,0.234641
multithread_reduction,128,128, 1000000000,0.216992
onethreadperblock,128,128, 1000000000,5.577481
multithread,128,128, 1000000000,0.234968
multithread_shared,128,128, 1000000000,0.217570
multithread_reduction,128,128, 1000000000,0.217535
onethreadperblock,128,128, 1000000000,5.554965
multithread,128,128, 1000000000,0.234469
multithread_shared,128,128, 1000000000,0.213441
multithread_reduction,128,128, 1000000000,0.217324
onethreadperblock,128,128, 1000000000,5.549405
multithread,128,128, 1000000000,0.236021
multithread_shared,128,128, 1000000000,0.218229
multithread_reduction,128,128, 1000000000,0.218646
onethreadperblock,128,256, 1000,0.044974
multithread,128,256, 1000,0.067141
multithread_shared,128,256, 1000,0.041636
multithread_reduction,128,256, 1000,0.062322
onethreadperblock,128,256, 1000,0.042619
multithread,128,256, 1000,0.058788
multithread_shared,128,256, 1000,0.041546
multithread_reduction,128,256, 1000,0.041925
onethreadperblock,128,256, 1000,0.060386
multithread,128,256, 1000,0.058051
multithread_shared,128,256, 1000,0.041662
multithread_reduction,128,256, 1000,0.061553
onethreadperblock,128,256, 1000,0.042240
multithread,128,256, 1000,0.041799
multithread_shared,128,256, 1000,0.041057
multithread_reduction,128,256, 1000,0.041608
onethreadperblock,128,256, 1000,0.063385
multithread,128,256, 1000,0.043695
multithread_shared,128,256, 1000,0.063897
multithread_reduction,128,256, 1000,0.041763
onethreadperblock,128,256, 10000,0.042404
multithread,128,256, 10000,0.041550
multithread_shared,128,256, 10000,0.041325
multithread_reduction,128,256, 10000,0.042280
onethreadperblock,128,256, 10000,0.044660
multithread,128,256, 10000,0.042926
multithread_shared,128,256, 10000,0.042558
multithread_reduction,128,256, 10000,0.042907
onethreadperblock,128,256, 10000,0.061479
multithread,128,256, 10000,0.044278
multithread_shared,128,256, 10000,0.061102
multithread_reduction,128,256, 10000,0.046733
onethreadperblock,128,256, 10000,0.064724
multithread,128,256, 10000,0.044969
multithread_shared,128,256, 10000,0.058351
multithread_reduction,128,256, 10000,0.043670
onethreadperblock,128,256, 10000,0.042474
multithread,128,256, 10000,0.042993
multithread_shared,128,256, 10000,0.041269
multithread_reduction,128,256, 10000,0.041737
onethreadperblock,128,256, 100000,0.043939
multithread,128,256, 100000,0.074814
multithread_shared,128,256, 100000,0.042017
multithread_reduction,128,256, 100000,0.043870
onethreadperblock,128,256, 100000,0.043726
multithread,128,256, 100000,0.048020
multithread_shared,128,256, 100000,0.043229
multithread_reduction,128,256, 100000,0.063581
onethreadperblock,128,256, 100000,0.044322
multithread,128,256, 100000,0.063139
multithread_shared,128,256, 100000,0.074786
multithread_reduction,128,256, 100000,0.044686
onethreadperblock,128,256, 100000,0.042692
multithread,128,256, 100000,0.047233
multithread_shared,128,256, 100000,0.042813
multithread_reduction,128,256, 100000,0.042867
onethreadperblock,128,256, 100000,0.042269
multithread,128,256, 100000,0.047894
multithread_shared,128,256, 100000,0.042078
multithread_reduction,128,256, 100000,0.043085
onethreadperblock,128,256, 1000000,0.056122
multithread,128,256, 1000000,0.041832
multithread_shared,128,256, 1000000,0.042092
multithread_reduction,128,256, 1000000,0.042305
onethreadperblock,128,256, 1000000,0.048979
multithread,128,256, 1000000,0.042117
multithread_shared,128,256, 1000000,0.043923
multithread_reduction,128,256, 1000000,0.043748
onethreadperblock,128,256, 1000000,0.049498
multithread,128,256, 1000000,0.042837
multithread_shared,128,256, 1000000,0.041794
